borrower_id,age,employment_status,monthly_income,credit_score,loan_amount,interest_rate,loan_tenure_months,days_past_due,number_of_missed_payments,contact_response_rate,prior_collection_attempts,preferred_contact_channel,region,customer_tenure,emi_amount,last_payment_amount,outstanding_balance,repayment_status,recovered
BRW-00194,61,Employed,34973.18,834,117308.88,21.53,36,50,7,0.49,10,WhatsApp,North,86,4451.61,2772.69,52970.2,Late,0
BRW-00195,32,Self-Employed,30028.58,773,42981.36,9.07,36,100,5,0.14,3,WhatsApp,South,41,1368.2,1215.7,15185.24,Defaulted,1
BRW-00196,59,Employed,18685.73,686,376030.29,19.61,36,46,8,0.29,9,Email,West,84,13900.02,11049.06,212356.48,Late,1
BRW-00197,22,Employed,46417.91,584,258426.56,19.75,24,122,5,0.16,4,Phone,North,110,13121.29,10570.97,139528.75,Defaulted,0
BRW-00198,23,Retired,72091.34,749,126711.0,17.1,36,96,2,0.11,1,Phone,North,63,4523.9,2806.99,87530.02,Defaulted,1
BRW-00199,57,Employed,85003.58,619,282556.49,15.53,6,19,8,0.19,0,WhatsApp,East,38,49248.71,36829.66,91191.97,Late,1
BRW-00200,37,Employed,46457.34,455,183577.7,12.8,60,59,9,0.45,8,Phone,North,112,4158.19,2766.23,54986.93,Late,1
BRW-00201,22,Self-Employed,61750.22,770,420232.86,13.3,36,0,4,0.55,5,Email,South,50,14220.11,10882.53,315592.34,Current,1
BRW-00202,22,Self-Employed,48481.42,719,268792.46,18.63,60,30,5,0.64,4,WhatsApp,East,105,6918.02,4193.96,263036.18,Late,1
BRW-00203,48,Employed,52483.25,412,24607.25,8.58,60,16,3,0.29,4,WhatsApp,North,7,505.8,135.05,23418.97,Late,0
BRW-00204,43,Self-Employed,39867.77,721,492696.69,17.15,24,163,2,0.47,1,Phone,East,24,24395.57,20305.46,400457.75,Defaulted,1
BRW-00205,57,Self-Employed,47926.15,584,46406.28,12.1,12,31,9,0.2,7,WhatsApp,West,114,4125.31,1901.1,7458.48,Late,0
BRW-00206,52,Employed,53062.18,353,351019.51,15.2,60,63,4,0.19,3,Email,South,108,8387.63,1285.74,110218.93,Late,1
BRW-00207,53,Employed,36323.1,624,224255.36,16.72,6,78,11,0.49,3,SMS,West,101,39219.61,40066.32,161612.91,Late,1
BRW-00208,21,Self-Employed,43837.59,757,132165.73,22.11,24,88,2,0.31,7,WhatsApp,South,46,6863.7,1493.65,48398.48,Late,1
BRW-00209,39,Employed,44123.55,564,341464.53,17.05,48,79,12,0.58,3,Phone,Central,25,9861.81,6398.84,155114.01,Late,0
BRW-00210,22,Retired,57396.05,681,71689.7,11.25,60,20,1,0.06,0,Phone,West,78,1567.66,1356.56,68701.32,Late,1
BRW-00211,64,Unemployed,29009.52,512,430540.88,8.81,60,69,5,0.5,3,Email,Central,29,8897.67,6915.65,76497.01,Late,1
BRW-00212,46,Retired,44226.87,632,132799.87,17.85,12,47,7,0.24,9,Phone,East,67,12165.61,2348.34,116215.93,Late,0
BRW-00213,52,Employed,73680.08,309,187112.29,16.49,36,54,2,0.37,0,Phone,West,103,6623.67,1543.09,27181.49,Late,1
BRW-00214,26,Retired,62460.9,657,319995.38,18.58,24,0,5,0.27,5,SMS,North,93,16065.3,2869.55,129325.55,Current,0
BRW-00215,52,Employed,65237.69,502,10504.36,15.08,48,17,10,0.32,1,WhatsApp,South,80,292.77,25.49,6301.16,Late,0
BRW-00216,24,Employed,45366.48,357,241646.82,21.11,24,158,8,0.34,10,Phone,North,85,12430.24,4225.39,101671.88,Defaulted,0
BRW-00217,31,Employed,49814.96,793,448181.97,22.68,36,20,0,0.4,8,Phone,North,22,17274.34,10864.97,430900.67,Late,0
BRW-00218,37,Employed,60033.54,809,343403.66,8.16,24,34,2,0.16,9,SMS,East,85,15556.29,3228.57,190224.19,Late,1
BRW-00219,58,Self-Employed,68403.83,522,200071.18,19.78,48,12,12,0.09,3,WhatsApp,East,86,6064.81,7065.69,152145.15,Late,1
BRW-00220,44,Employed,15725.96,668,333607.97,8.08,24,8,1,0.44,10,Email,North,9,15100.36,12663.11,244153.92,Late,1
BRW-00221,25,Employed,25268.38,717,468919.02,14.84,6,14,11,0.21,7,SMS,North,87,81570.54,57109.29,399323.52,Late,0
BRW-00222,54,Self-Employed,64641.66,846,102024.61,15.12,6,48,7,0.09,10,SMS,North,49,17761.81,14523.87,89528.91,Late,0
BRW-00223,26,Employed,40846.66,402,270585.92,18.99,36,149,8,0.11,1,Phone,South,73,9917.23,5188.1,140619.52,Defaulted,0
BRW-00224,42,Self-Employed,34924.19,460,125021.41,13.31,48,23,9,0.26,4,Phone,East,114,3373.28,1902.16,109606.58,Late,0
BRW-00225,31,Employed,26187.59,499,428570.07,21.04,48,23,5,0.24,10,Email,West,110,13280.19,14161.97,294901.14,Late,1
BRW-00226,36,Unemployed,36674.75,459,363314.62,13.16,48,49,2,0.06,7,Email,East,96,9775.7,8468.96,260661.85,Late,1
BRW-00227,53,Unemployed,23964.46,435,402527.2,13.15,48,26,9,0.34,0,Email,North,36,10828.79,7643.22,103011.92,Late,1
BRW-00228,29,Employed,76366.41,697,472075.81,11.18,48,143,7,0.12,5,SMS,West,111,12242.35,13959.4,151342.55,Defaulted,1
BRW-00229,26,Employed,44663.46,691,123831.3,18.78,12,28,9,0.02,1,SMS,West,100,11398.87,9064.03,89022.1,Late,0
BRW-00230,36,Employed,44130.74,405,33872.39,8.76,24,40,6,0.11,4,SMS,West,5,1543.72,738.56,11485.12,Late,1
BRW-00231,49,Unemployed,53821.15,353,152542.82,13.49,60,45,1,0.1,0,Email,East,90,3509.2,199.85,82531.16,Late,0
BRW-00232,23,Employed,59435.18,576,205578.26,11.9,48,90,10,0.15,3,WhatsApp,North,4,5403.58,2533.26,111211.42,Late,0
BRW-00233,40,Employed,59188.32,410,316328.31,11.28,60,49,6,0.14,2,Email,North,24,6922.0,7681.81,98262.02,Late,0
BRW-00234,56,Employed,61104.33,523,400875.24,8.51,6,16,0,0.16,9,Phone,Central,41,68480.65,3669.18,244471.62,Late,0
BRW-00235,39,Employed,35537.32,374,181403.61,10.64,60,7,7,0.43,4,SMS,South,107,3911.66,866.34,110181.01,Late,0
BRW-00236,46,Employed,40532.0,805,242013.52,14.86,60,164,11,0.42,7,Phone,East,14,5739.71,5570.37,52302.6,Defaulted,0
BRW-00237,23,Unemployed,56535.47,313,394878.96,15.81,24,96,4,0.24,8,Email,Central,91,19298.67,8451.77,174932.69,Defaulted,1
BRW-00238,39,Employed,37089.16,781,120411.08,11.95,60,1,8,0.4,4,Phone,Central,12,2675.44,596.83,51685.69,Late,0
BRW-00239,40,Employed,44923.4,488,116394.64,18.23,36,102,11,0.32,8,SMS,Central,82,4221.39,4131.89,70521.15,Defaulted,1
BRW-00240,52,Unemployed,50981.46,663,298724.17,13.04,36,53,10,0.27,9,WhatsApp,East,44,10070.95,6748.82,231331.43,Late,1
BRW-00241,27,Unemployed,56777.78,538,223667.85,13.56,48,43,11,0.29,3,WhatsApp,South,9,6062.8,3990.27,26037.12,Late,0
BRW-00242,61,Employed,18334.79,700,474959.43,20.41,12,0,2,0.19,4,Email,West,66,44090.88,15543.88,104161.03,Current,1
BRW-00243,53,Employed,55721.18,603,184944.97,16.61,12,90,11,0.43,10,WhatsApp,South,115,16833.65,13637.98,68761.7,Late,1
BRW-00244,60,Employed,41494.14,390,382182.25,23.23,24,13,6,0.15,8,SMS,South,38,20059.82,20745.69,316971.23,Late,1
BRW-00245,59,Retired,55611.87,691,295715.44,13.43,12,77,7,0.23,10,Email,North,96,26472.19,23831.49,157458.41,Late,1
BRW-00246,38,Employed,56653.98,483,36742.29,21.16,60,0,0,0.49,8,SMS,Central,77,997.31,732.93,20568.26,Current,0
BRW-00247,60,Retired,69118.73,316,51348.92,19.68,36,94,5,0.22,1,Phone,Central,57,1899.95,799.16,24046.06,Defaulted,1
BRW-00248,21,Self-Employed,65301.8,311,109546.68,22.19,48,1,10,0.1,4,Email,West,47,3462.7,3551.91,51884.62,Late,1
BRW-00249,31,Self-Employed,65198.57,465,80144.79,23.29,6,16,1,0.41,7,WhatsApp,North,55,14279.36,9700.38,78525.96,Late,0
BRW-00250,48,Employed,66655.05,445,171392.03,7.63,60,18,7,0.28,0,SMS,West,88,3444.94,3677.48,155757.09,Late,1
BRW-00251,45,Employed,49370.68,581,293704.57,8.96,36,10,5,0.2,3,Email,East,2,9334.26,2847.08,221241.96,Late,1
BRW-00252,43,Employed,45482.78,848,305157.65,18.63,36,39,10,0.37,7,Email,North,112,11128.86,8737.88,119522.6,Late,1
BRW-00253,51,Employed,58092.26,468,298006.21,13.94,24,19,10,0.5,9,WhatsApp,Central,102,14299.69,16047.49,167574.36,Late,1
BRW-00254,50,Self-Employed,55981.21,469,67628.23,21.02,60,281,11,0.32,1,SMS,West,110,1830.33,821.64,48724.22,Defaulted,1
BRW-00255,62,Retired,40364.01,645,304110.45,7.7,12,51,2,0.35,0,Phone,North,83,26411.93,30149.74,138406.07,Late,0
BRW-00256,55,Self-Employed,51072.35,798,210775.97,20.82,6,49,3,0.51,5,WhatsApp,North,111,37293.13,17563.36,120569.27,Late,1
BRW-00257,27,Self-Employed,44473.55,759,452495.81,9.73,6,14,6,0.54,5,Email,South,18,77570.61,40742.07,104589.79,Late,1
BRW-00258,36,Employed,32191.01,596,456872.26,12.29,12,31,8,0.16,0,SMS,North,108,40654.55,39342.91,84164.54,Late,0
BRW-00259,46,Employed,64356.91,441,386405.18,23.49,48,7,10,0.05,2,Email,North,66,12488.82,3908.08,96824.93,Late,1
BRW-00260,22,Employed,45827.99,352,354522.5,8.35,12,85,9,0.24,9,WhatsApp,Central,90,30896.76,26171.03,276559.96,Late,0
BRW-00261,21,Self-Employed,75730.62,417,66326.83,13.26,48,24,1,0.19,7,Phone,East,57,1787.95,640.21,17972.3,Late,1
BRW-00262,32,Retired,20617.62,664,51500.16,8.89,6,83,8,0.24,8,Phone,West,116,8807.29,6275.41,48011.0,Late,1
BRW-00263,25,Self-Employed,36648.32,435,422008.51,21.58,60,27,5,0.33,7,SMS,East,64,11554.86,10759.34,182178.53,Late,1
BRW-00264,57,Employed,45489.58,713,219237.75,19.1,24,257,1,0.4,0,Phone,North,88,11062.13,346.99,55276.31,Defaulted,1
BRW-00265,52,Employed,62060.72,376,231167.51,20.71,36,11,7,0.1,10,Email,Central,112,8674.87,921.03,194809.42,Late,0
BRW-00266,29,Self-Employed,50992.04,317,425418.61,16.2,60,0,3,0.44,3,Phone,Central,27,10390.62,11650.47,217381.32,Current,0
BRW-00267,61,Employed,49657.09,702,314501.17,13.4,6,53,10,0.37,8,Phone,Central,119,54484.44,53340.02,141404.08,Late,0
BRW-00268,55,Unemployed,28091.04,504,97909.55,7.54,6,180,12,0.27,0,Phone,Central,53,16679.0,17553.17,38821.91,Defaulted,0
BRW-00269,39,Unemployed,27645.88,798,113396.48,12.09,6,62,7,0.1,10,Email,South,59,19571.42,10308.85,45070.7,Late,0
BRW-00270,36,Self-Employed,49837.57,623,13124.81,15.99,36,5,10,0.21,3,Phone,North,116,461.36,396.6,9149.26,Late,1
BRW-00271,23,Employed,24538.41,580,358228.35,18.46,48,46,6,0.3,9,Email,South,118,10609.26,12709.15,210130.78,Late,0
BRW-00272,40,Employed,37021.83,465,247949.71,11.28,24,142,6,0.07,6,SMS,South,29,11588.66,6014.95,129151.42,Defaulted,1
BRW-00273,44,Employed,52513.76,542,475482.32,9.79,60,0,10,0.4,6,Email,North,111,10053.53,10215.75,238852.53,Current,1
BRW-00274,53,Employed,30265.14,778,359866.27,10.83,60,10,12,0.48,6,Email,Central,72,7793.89,741.51,81977.88,Late,1
BRW-00275,44,Employed,69080.34,463,60544.8,13.34,24,100,6,0.3,9,SMS,West,117,2888.09,1884.87,51165.77,Defaulted,0
BRW-00276,31,Self-Employed,63359.05,623,89155.32,9.95,24,133,1,0.23,3,Phone,Central,95,4112.01,1644.34,83285.6,Defaulted,0
BRW-00277,28,Self-Employed,21428.7,850,255845.08,10.09,48,73,7,0.35,7,Phone,Central,98,6499.96,4080.08,210300.99,Late,1
BRW-00278,56,Employed,31014.43,507,463188.34,8.22,60,271,1,0.38,2,SMS,South,14,9440.63,1292.32,234438.3,Defaulted,1
BRW-00279,58,Employed,10713.34,614,131153.03,21.64,12,5,2,0.67,8,Phone,East,68,12252.47,5406.01,127870.83,Late,1
BRW-00280,60,Employed,33261.13,603,414534.3,11.13,12,47,9,0.23,5,Phone,Central,43,36662.37,3366.91,272257.82,Late,1
BRW-00281,40,Employed,56495.83,538,163013.49,21.06,24,68,6,0.2,6,SMS,North,113,8381.36,4557.04,129868.7,Late,1
BRW-00282,55,Unemployed,38791.58,523,142249.62,14.73,6,72,6,0.24,8,Phone,North,29,24737.19,13114.52,109119.83,Late,1
BRW-00283,45,Employed,51911.96,387,451682.45,17.94,6,94,11,0.24,3,WhatsApp,North,57,79268.16,31362.62,332904.43,Defaulted,0
BRW-00284,55,Employed,22164.99,836,33148.38,8.75,36,148,6,0.1,4,SMS,South,118,1050.26,1195.17,22467.57,Defaulted,1
BRW-00285,45,Employed,56969.63,728,333763.11,17.13,12,26,3,0.21,0,Phone,West,103,30461.38,3031.52,96941.78,Late,1
BRW-00286,49,Unemployed,36673.36,519,31152.08,12.28,6,2,4,0.24,9,Phone,West,33,5379.55,5324.97,11370.77,Late,0
BRW-00287,38,Self-Employed,45182.55,574,402374.26,9.07,24,26,6,0.42,7,Phone,West,21,18395.29,7834.79,361350.5,Late,0
BRW-00288,38,Employed,43606.88,365,416408.13,22.49,36,66,7,0.08,1,WhatsApp,Central,41,16008.57,3828.87,109083.8,Late,0
BRW-00289,22,Self-Employed,25926.77,722,447744.72,17.46,12,14,2,0.38,4,Phone,Central,113,40934.25,13388.39,106010.5,Late,1
BRW-00290,55,Self-Employed,27703.74,554,101184.13,11.49,36,99,5,0.6,4,SMS,East,1,3336.17,3610.65,35995.72,Defaulted,0
BRW-00291,36,Retired,59516.92,424,71004.1,14.42,6,14,11,0.26,9,WhatsApp,East,27,12336.69,12211.82,30265.06,Late,1
BRW-00292,61,Employed,50984.88,445,256732.17,13.39,24,0,8,0.14,3,Email,East,2,12252.6,231.69,153478.75,Current,1
BRW-00293,56,Unemployed,60750.74,684,143099.98,19.06,24,42,9,0.48,3,Email,South,64,7217.64,1276.05,92297.23,Late,1
BRW-00294,53,Retired,49869.87,746,307085.76,17.52,24,77,10,0.29,1,SMS,West,51,15259.85,12360.98,249232.37,Late,0
BRW-00295,24,Retired,47144.86,686,261736.17,7.83,6,25,11,0.42,2,SMS,Central,118,44624.33,16997.27,43465.48,Late,0
BRW-00296,53,Self-Employed,19109.84,682,80977.53,10.76,48,82,4,0.21,9,Phone,East,107,2083.48,2298.01,23273.81,Late,1
BRW-00297,34,Self-Employed,40944.5,576,372242.54,15.39,60,34,3,0.48,1,Phone,South,54,8932.01,8430.05,206462.73,Late,0
BRW-00298,41,Employed,44589.24,681,403854.35,14.85,60,11,8,0.31,0,WhatsApp,East,74,9575.9,10055.14,131548.02,Late,1
BRW-00299,40,Unemployed,74296.61,423,481891.08,16.03,24,5,3,0.39,3,WhatsApp,Central,74,23601.79,5462.51,427021.36,Late,0
BRW-00300,28,Self-Employed,55304.35,566,203814.05,19.29,60,74,2,0.26,8,WhatsApp,East,30,5319.62,962.03,137809.11,Late,1
BRW-00301,27,Self-Employed,68040.92,410,175490.12,18.75,48,29,12,0.37,5,WhatsApp,South,1,5224.05,5842.14,94977.08,Late,0
BRW-00302,23,Employed,53963.07,680,104208.7,13.65,24,144,6,0.01,7,Email,South,95,4986.15,2418.45,10462.48,Defaulted,1
BRW-00303,37,Self-Employed,34330.45,457,98623.88,21.98,48,46,4,0.11,1,Email,East,99,3106.18,1549.55,86077.29,Late,1
BRW-00304,53,Unemployed,46756.86,847,167316.11,8.54,12,25,0,0.42,1,SMS,Central,112,14596.37,11990.7,86130.04,Late,0
BRW-00305,32,Employed,48543.35,417,491090.18,17.14,60,25,7,0.49,1,SMS,South,29,12241.85,5838.64,283981.89,Late,1
BRW-00306,42,Unemployed,30912.67,627,55206.75,23.17,12,8,10,0.15,10,Phone,West,13,5198.18,5459.28,40215.04,Late,1
BRW-00307,42,Self-Employed,39234.19,367,137089.44,16.56,24,53,0,0.23,7,Phone,South,73,6749.06,7767.42,129372.66,Late,0
BRW-00308,50,Unemployed,41913.5,733,52129.41,15.01,36,52,8,0.32,0,Phone,North,104,1807.34,721.17,12635.6,Late,0
BRW-00309,58,Employed,69084.3,658,144079.38,9.71,36,95,0,0.16,4,Email,East,43,4629.44,1155.83,23638.49,Defaulted,1
BRW-00310,58,Employed,13788.89,742,55276.7,20.87,6,13,3,0.38,3,WhatsApp,West,41,9781.63,883.93,11592.52,Late,1
BRW-00311,65,Retired,63087.28,463,259071.34,13.67,12,20,9,0.39,10,Email,Central,75,23221.06,5973.28,198617.5,Late,0
BRW-00312,28,Employed,30948.07,660,224794.27,19.07,12,6,3,0.54,0,SMS,West,88,20723.78,3467.8,48634.25,Late,1
BRW-00313,47,Unemployed,24418.81,418,95284.66,10.76,36,20,10,0.26,9,Email,South,89,3108.68,108.63,52490.69,Late,0
BRW-00314,47,Employed,62699.13,494,95655.87,8.19,24,33,8,0.44,6,Phone,South,119,4334.55,242.69,70387.94,Late,1
BRW-00315,54,Self-Employed,55978.47,540,316793.45,12.54,6,195,0,0.25,0,SMS,North,58,54746.76,33463.22,234897.79,Defaulted,1
BRW-00316,41,Employed,63817.78,808,199689.46,12.14,12,63,9,0.29,5,Email,West,77,17755.25,15080.47,92998.85,Late,1
BRW-00317,50,Self-Employed,57010.53,441,37535.52,21.91,6,91,12,0.22,0,WhatsApp,South,14,6661.73,7860.24,27354.12,Defaulted,0
BRW-00318,53,Employed,75897.68,330,460894.37,21.77,12,23,8,0.32,10,Phone,Central,41,43086.12,8049.2,440158.74,Late,0
BRW-00319,48,Employed,53380.86,522,208426.72,16.31,48,9,3,0.32,8,SMS,Central,67,5940.02,4977.0,26091.06,Late,1
BRW-00320,53,Employed,42652.84,565,299613.3,7.81,48,17,6,0.13,2,Email,West,54,7287.74,4844.86,211000.31,Late,1
BRW-00321,25,Employed,50143.9,581,443851.86,11.27,6,17,8,0.15,1,SMS,West,6,76425.88,43849.39,253153.7,Late,0
BRW-00322,39,Retired,63652.04,680,207057.91,18.04,36,52,10,0.03,6,SMS,North,46,7489.79,6487.72,60322.11,Late,1
BRW-00323,24,Retired,33309.37,361,412123.42,9.17,36,24,6,0.27,0,Email,West,77,13138.05,3762.56,155346.2,Late,1
BRW-00324,55,Employed,35221.67,820,458228.59,19.06,12,115,1,0.41,6,Phone,Central,1,42241.9,15779.47,391068.55,Defaulted,1
BRW-00325,37,Self-Employed,40365.6,370,95293.02,7.7,60,256,5,0.06,8,Email,West,29,1918.55,885.48,59863.86,Defaulted,1
BRW-00326,64,Employed,13431.26,835,447321.31,18.76,48,25,12,0.24,3,WhatsApp,South,78,13318.38,2915.07,50581.89,Late,1
BRW-00327,48,Self-Employed,47071.18,439,68717.9,21.43,48,72,5,0.48,9,WhatsApp,South,76,2143.82,1231.29,66575.63,Late,1
BRW-00328,50,Unemployed,16708.07,615,144812.43,15.24,6,64,2,0.21,1,Phone,West,26,25219.51,3990.73,101305.83,Late,0
BRW-00329,49,Retired,45795.89,639,406023.61,21.18,60,12,3,0.04,3,SMS,East,58,11025.45,4209.21,202353.43,Late,1
BRW-00330,26,Employed,57979.35,827,451335.43,20.4,6,148,5,0.25,8,Phone,West,87,79761.18,10831.15,334484.72,Defaulted,1
BRW-00331,55,Unemployed,37846.85,840,345228.01,18.58,36,13,10,0.18,7,Phone,North,3,12581.5,541.75,98083.46,Late,0
BRW-00332,61,Employed,70156.74,715,61364.67,14.84,36,79,5,0.12,4,SMS,Central,60,2122.42,904.69,20521.61,Late,0
BRW-00333,57,Retired,23092.49,766,266266.22,11.99,60,25,0,0.32,7,Email,Central,14,5921.6,4388.26,63082.1,Late,0
BRW-00334,44,Employed,62868.91,674,290590.71,21.7,60,27,9,0.13,6,SMS,West,98,7976.31,1453.83,132906.23,Late,0
BRW-00335,49,Self-Employed,55127.06,590,148111.27,18.2,36,36,7,0.46,3,Phone,East,23,5369.45,6401.18,135407.8,Late,0
BRW-00336,51,Self-Employed,19259.5,342,495734.95,20.67,24,119,8,0.24,2,WhatsApp,Central,62,25393.38,8359.96,222947.55,Defaulted,0
BRW-00337,55,Self-Employed,85661.91,352,174457.7,16.61,48,9,1,0.36,0,Email,East,10,4998.85,136.14,62678.66,Late,1
BRW-00338,53,Employed,44043.82,531,113024.84,10.34,48,3,3,0.32,2,Email,Central,4,2885.09,97.06,82870.65,Late,1
BRW-00339,41,Retired,31837.74,511,63966.65,23.66,6,30,10,0.05,7,SMS,South,39,11408.78,9125.68,56459.85,Late,1
BRW-00340,52,Employed,23893.69,307,195465.62,10.52,48,3,5,0.14,8,SMS,North,113,5006.47,4024.42,62511.65,Late,0
BRW-00341,43,Self-Employed,41699.73,782,349383.16,22.54,6,69,1,0.19,8,Phone,Central,74,62118.05,67288.97,288985.12,Late,1
BRW-00342,53,Employed,43088.9,341,123394.38,10.93,60,85,10,0.15,4,Email,West,88,2678.59,291.99,46189.53,Late,1
BRW-00343,23,Employed,46539.68,632,387076.67,13.67,60,114,6,0.28,3,Email,South,34,8940.51,4037.91,124864.96,Defaulted,1
BRW-00344,38,Self-Employed,40533.06,532,76346.62,14.76,24,81,5,0.21,5,SMS,East,88,3693.09,3941.0,40132.45,Late,0
BRW-00345,45,Employed,54498.38,369,225829.29,22.7,60,147,7,0.16,6,SMS,North,120,6327.37,6056.64,36145.72,Defaulted,1
BRW-00346,62,Employed,39185.55,315,354163.13,22.16,36,82,6,0.31,5,WhatsApp,East,25,13554.98,3797.29,310251.41,Late,0
BRW-00347,51,Employed,15975.54,368,76301.61,21.08,24,162,9,0.15,4,Phone,East,52,3923.81,4190.48,67672.4,Defaulted,0
BRW-00348,23,Employed,42759.58,352,302942.68,13.72,36,12,0,0.41,1,WhatsApp,Central,15,10312.71,8425.28,214979.96,Late,1
BRW-00349,60,Unemployed,9487.84,678,401486.73,7.57,36,41,9,0.47,2,Phone,South,12,12501.65,3965.28,149592.69,Late,0
BRW-00350,44,Unemployed,50306.56,762,301818.96,18.75,6,286,9,0.21,8,WhatsApp,North,1,53089.65,2855.65,75466.18,Defaulted,0
BRW-00351,52,Employed,30310.5,826,260617.32,14.28,36,68,4,0.29,6,Email,South,106,8942.77,5338.22,189970.31,Late,0
BRW-00352,42,Employed,47450.41,362,420766.78,19.99,24,125,5,0.31,9,SMS,South,120,21413.21,18323.14,81115.34,Defaulted,1
BRW-00353,43,Employed,64711.12,560,492855.97,20.62,12,1,6,0.26,1,Phone,Central,9,45801.84,14765.28,231641.06,Late,0
BRW-00354,22,Employed,30768.77,799,98843.35,14.76,60,122,3,0.27,0,Email,East,59,2339.04,473.62,17784.69,Defaulted,0
BRW-00355,47,Self-Employed,60918.84,420,348759.71,19.84,6,71,8,0.11,0,Phone,South,14,61536.17,5559.02,168733.81,Late,1
BRW-00356,62,Self-Employed,38499.16,539,49522.2,21.36,60,11,0,0.07,0,Email,East,105,1349.79,1363.87,10946.63,Late,1
BRW-00357,22,Employed,71297.92,764,30992.1,22.82,36,1,2,0.78,5,Phone,South,118,1196.79,78.6,3996.92,Late,1
BRW-00358,46,Employed,39522.71,406,147601.3,17.11,36,18,9,0.25,4,SMS,North,31,5270.47,3854.21,74503.37,Late,0
BRW-00359,37,Employed,32392.61,479,485750.7,20.34,48,146,1,0.21,6,Email,West,88,14869.71,13619.05,296757.0,Defaulted,0
BRW-00360,60,Unemployed,55308.58,315,280575.87,15.66,6,65,1,0.23,4,SMS,West,120,48921.6,45818.91,138999.26,Late,0
BRW-00361,53,Retired,38463.15,654,141452.96,8.19,6,149,0,0.26,8,SMS,West,53,24141.84,18937.82,36570.25,Defaulted,0
BRW-00362,29,Employed,32378.26,608,74967.19,10.06,24,35,12,0.09,0,Email,Central,63,3461.43,2711.53,12721.05,Late,0
BRW-00363,63,Employed,37832.4,480,460889.87,9.62,12,163,2,0.23,8,Phone,Central,116,40438.13,23005.67,98506.1,Defaulted,1
BRW-00364,59,Unemployed,44330.9,473,187559.63,10.33,24,37,9,0.14,3,Phone,East,10,8683.52,4342.18,141495.46,Late,0
BRW-00365,49,Retired,65132.7,653,160281.66,7.67,24,13,4,0.07,9,Email,Central,106,7225.01,1190.87,18318.36,Late,1
BRW-00366,62,Employed,15988.68,653,430402.08,21.67,24,9,5,0.42,6,Email,West,43,22258.39,14299.34,377456.04,Late,1
BRW-00367,46,Employed,45346.21,518,306157.39,16.74,12,285,7,0.45,1,WhatsApp,Central,18,27885.25,2376.82,262095.29,Defaulted,1
BRW-00368,55,Employed,54373.55,614,92631.69,13.82,24,24,3,0.31,2,SMS,West,67,4439.64,2494.35,82666.56,Late,1
BRW-00369,45,Self-Employed,47901.73,733,216540.16,14.26,60,10,0,0.23,3,Email,South,59,5067.75,4444.83,192909.32,Late,1
BRW-00370,44,Employed,64647.98,581,464833.22,15.15,6,0,11,0.09,4,Email,West,76,80931.29,43009.77,325738.33,Current,0
BRW-00371,33,Employed,43884.82,558,451589.75,8.72,12,20,8,0.51,1,Email,West,99,39433.58,24052.1,389580.98,Late,1
BRW-00372,27,Self-Employed,42231.73,304,44353.8,12.03,36,130,2,0.05,6,SMS,North,108,1473.82,1489.51,33589.01,Defaulted,0
BRW-00373,56,Employed,53884.94,693,141620.46,21.55,48,45,7,0.18,5,SMS,North,118,4427.38,3435.2,52414.98,Late,0
BRW-00374,65,Unemployed,46489.71,635,85724.31,19.77,48,59,3,0.48,8,SMS,North,23,2598.13,397.81,66831.92,Late,0
BRW-00375,40,Employed,39143.87,362,271567.74,16.8,60,151,10,0.22,6,SMS,North,86,6719.99,4378.24,177610.4,Defaulted,1
BRW-00376,21,Employed,52742.16,343,377491.83,15.43,6,42,2,0.12,9,WhatsApp,West,75,65776.9,28776.77,47088.69,Late,1
BRW-00377,28,Self-Employed,35212.08,452,154816.17,11.77,48,108,2,0.41,9,WhatsApp,East,46,4059.44,1007.55,125048.68,Defaulted,0
BRW-00378,36,Employed,35832.34,455,381418.08,15.28,60,23,3,0.72,1,Email,North,49,9130.06,7099.19,337078.82,Late,1
BRW-00379,34,Retired,37080.09,777,337670.63,17.36,60,220,3,0.28,2,SMS,Central,23,8457.49,3922.62,191028.83,Defaulted,1
BRW-00380,32,Self-Employed,65296.04,574,366828.88,19.26,48,4,11,0.45,2,Email,Central,12,11018.62,10145.6,197472.81,Late,1
BRW-00381,43,Employed,8000.0,657,474639.42,10.25,48,77,6,0.27,7,SMS,Central,29,12095.15,8512.58,229983.35,Late,1
BRW-00382,35,Self-Employed,50933.98,725,218059.81,20.92,60,64,1,0.4,7,Email,West,89,5889.44,736.82,162880.06,Late,0
BRW-00383,48,Employed,45514.08,831,177858.33,13.21,60,12,7,0.28,2,Phone,South,88,4065.97,1709.41,52274.04,Late,1
BRW-00384,54,Retired,19786.94,782,345085.13,15.8,36,29,10,0.73,7,SMS,South,59,12098.12,3917.51,274874.45,Late,1
BRW-00385,22,Employed,49645.9,513,405703.0,17.53,48,22,1,0.02,4,Email,North,53,11818.12,2126.87,147314.38,Late,0
BRW-00386,52,Self-Employed,52136.28,378,103808.19,15.55,24,5,0,0.35,10,Email,Central,68,5060.48,4859.39,34811.82,Late,1
