borrower_id,default_probability,repayment_probability,risk_tier,priority_score
BRW-00519,0.318,0.682,Medium Risk,59.75
BRW-00520,0.037,0.963,Low Risk,0.0
BRW-00521,0.1436,0.8564,Low Risk,13.55
BRW-00522,0.0526,0.9474,Low Risk,0.0
BRW-00523,0.3432,0.6568,Medium Risk,0.0
BRW-00524,0.0656,0.9344,Low Risk,14.35
BRW-00525,0.0431,0.9569,Low Risk,0.0
BRW-00526,0.1209,0.8791,Low Risk,0.0
BRW-00527,0.4711,0.5289,Medium Risk,74.72
BRW-00528,0.6954,0.3046,High Risk,55.02
BRW-00529,0.1767,0.8233,Low Risk,0.0
BRW-00530,0.1555,0.8445,Low Risk,33.2
BRW-00531,0.0955,0.9045,Low Risk,1.19
BRW-00532,0.1757,0.8243,Low Risk,29.2
BRW-00533,0.6721,0.3279,High Risk,76.47
BRW-00534,0.6516,0.3484,High Risk,73.53
BRW-00535,0.1072,0.8928,Low Risk,0.0
BRW-00536,0.1354,0.8646,Low Risk,0.0
BRW-00537,0.0826,0.9174,Low Risk,14.82
BRW-00538,0.0996,0.9004,Low Risk,12.14
BRW-00539,0.2011,0.7989,Low Risk,0.0
BRW-00540,0.2569,0.7431,Low Risk,63.71
BRW-00541,0.1484,0.8516,Low Risk,0.0
BRW-00542,0.2772,0.7228,Low Risk,0.0
BRW-00543,0.6985,0.3015,High Risk,80.77
BRW-00544,0.0956,0.9044,Low Risk,0.0
BRW-00545,0.0638,0.9362,Low Risk,0.0
BRW-00546,0.0336,0.9664,Low Risk,0.0
BRW-00547,0.4351,0.5649,Medium Risk,0.0
BRW-00548,0.234,0.766,Low Risk,0.0
BRW-00549,0.0675,0.9325,Low Risk,0.0
BRW-00550,0.0467,0.9533,Low Risk,0.0
BRW-00551,0.6201,0.3799,High Risk,31.19
BRW-00552,0.2069,0.7931,Low Risk,0.0
BRW-00553,0.1989,0.8011,Low Risk,24.5
BRW-00554,0.1526,0.8474,Low Risk,0.0
BRW-00555,0.1852,0.8148,Low Risk,24.49
BRW-00556,0.0694,0.9306,Low Risk,0.0
BRW-00557,0.0915,0.9085,Low Risk,0.0
BRW-00558,0.201,0.799,Low Risk,58.89
BRW-00559,0.1441,0.8559,Low Risk,0.0
BRW-00560,0.0478,0.9522,Low Risk,0.0
BRW-00561,0.057,0.943,Low Risk,0.0
BRW-00562,0.1084,0.8916,Low Risk,0.0
BRW-00563,0.1797,0.8203,Low Risk,0.0
BRW-00564,0.0365,0.9635,Low Risk,0.0
BRW-00565,0.5126,0.4874,Medium Risk,20.7
BRW-00566,0.0535,0.9465,Low Risk,0.0
BRW-00567,0.1456,0.8544,Low Risk,0.0
BRW-00568,0.0777,0.9223,Low Risk,0.0
BRW-00569,0.1048,0.8952,Low Risk,9.69
BRW-00570,0.1235,0.8765,Low Risk,0.0
BRW-00571,0.1182,0.8818,Low Risk,0.0
BRW-00572,0.15,0.85,Low Risk,18.58
BRW-00573,0.1204,0.8796,Low Risk,0.0
BRW-00574,0.2576,0.7424,Low Risk,0.0
BRW-00575,0.0926,0.9074,Low Risk,0.0
BRW-00576,0.8073,0.1927,Very High Risk,69.93
BRW-00577,0.0903,0.9097,Low Risk,0.0
BRW-00578,0.1511,0.8489,Low Risk,0.0
BRW-00579,0.1715,0.8285,Low Risk,0.0
BRW-00580,0.1116,0.8884,Low Risk,0.0
BRW-00581,0.3252,0.6748,Medium Risk,0.0
BRW-00582,0.054,0.946,Low Risk,0.0
BRW-00583,0.0789,0.9211,Low Risk,0.0
BRW-00584,0.1099,0.8901,Low Risk,17.68
BRW-00585,0.1799,0.8201,Low Risk,20.75
BRW-00586,0.2152,0.7848,Low Risk,27.4
BRW-00587,0.401,0.599,Medium Risk,0.0
BRW-00588,0.128,0.872,Low Risk,0.0
BRW-00589,0.128,0.872,Low Risk,16.78
BRW-00590,0.0428,0.9572,Low Risk,0.0
BRW-00591,0.0385,0.9615,Low Risk,0.0
BRW-00592,0.0625,0.9375,Low Risk,3.3
BRW-00593,0.1717,0.8283,Low Risk,0.0
BRW-00594,0.085,0.915,Low Risk,8.16
BRW-00595,0.0693,0.9307,Low Risk,6.51
BRW-00596,0.0705,0.9295,Low Risk,14.53
BRW-00597,0.149,0.851,Low Risk,27.37
BRW-00598,0.3438,0.6562,Medium Risk,0.0
BRW-00599,0.6491,0.3509,High Risk,71.0
BRW-00600,0.3283,0.6717,Medium Risk,2.28
BRW-00601,0.0855,0.9145,Low Risk,0.0
BRW-00602,0.3494,0.6506,Medium Risk,0.0
BRW-00603,0.1004,0.8996,Low Risk,0.0
BRW-00604,0.5301,0.4699,Medium Risk,40.4
BRW-00605,0.1896,0.8104,Low Risk,0.0
BRW-00606,0.4801,0.5199,Medium Risk,53.95
BRW-00607,0.18,0.82,Low Risk,0.0
BRW-00608,0.1219,0.8781,Low Risk,3.74
BRW-00609,0.0782,0.9218,Low Risk,0.0
BRW-00610,0.2126,0.7874,Low Risk,0.0
BRW-00611,0.0595,0.9405,Low Risk,0.0
BRW-00612,0.1702,0.8298,Low Risk,0.0
BRW-00613,0.151,0.849,Low Risk,26.14
BRW-00614,0.4626,0.5374,Medium Risk,72.41
BRW-00615,0.3343,0.6657,Medium Risk,60.28
BRW-00616,0.08,0.92,Low Risk,0.0
BRW-00617,0.1816,0.8184,Low Risk,0.0
BRW-00618,0.0443,0.9557,Low Risk,0.96
BRW-00619,0.1592,0.8408,Low Risk,26.23
BRW-00620,0.0491,0.9509,Low Risk,0.0
BRW-00621,0.0476,0.9524,Low Risk,0.0
BRW-00622,0.1844,0.8156,Low Risk,0.0
BRW-00623,0.1493,0.8507,Low Risk,0.0
BRW-00624,0.1671,0.8329,Low Risk,0.0
BRW-00625,0.1433,0.8567,Low Risk,0.0
BRW-00626,0.3474,0.6526,Medium Risk,37.31
BRW-00627,0.1245,0.8755,Low Risk,21.55
BRW-00628,0.1941,0.8059,Low Risk,0.0
BRW-00629,0.1335,0.8665,Low Risk,20.9
BRW-00630,0.0844,0.9156,Low Risk,0.0
BRW-00631,0.1402,0.8598,Low Risk,0.0
BRW-00632,0.1613,0.8387,Low Risk,15.3
BRW-00633,0.1619,0.8381,Low Risk,2.06
BRW-00634,0.3192,0.6808,Medium Risk,0.0
BRW-00635,0.0699,0.9301,Low Risk,0.0
BRW-00636,0.2102,0.7898,Low Risk,0.0
BRW-00637,0.1562,0.8438,Low Risk,0.0
BRW-00638,0.132,0.868,Low Risk,0.9
BRW-00639,0.0539,0.9461,Low Risk,0.0
BRW-00640,0.0462,0.9538,Low Risk,0.0
BRW-00641,0.061,0.939,Low Risk,4.97
BRW-00642,0.1468,0.8532,Low Risk,0.0
BRW-00643,0.0362,0.9638,Low Risk,0.0
BRW-00644,0.0457,0.9543,Low Risk,0.0
BRW-00645,0.1752,0.8248,Low Risk,35.61
BRW-00646,0.3325,0.6675,Medium Risk,32.91
BRW-00647,0.7652,0.2348,High Risk,34.35
BRW-00648,0.105,0.895,Low Risk,21.1
BRW-00649,0.8611,0.1389,Very High Risk,89.07
BRW-00650,0.3358,0.6642,Medium Risk,65.27
BRW-00651,0.126,0.874,Low Risk,0.0
BRW-00652,0.0624,0.9376,Low Risk,0.0
BRW-00653,0.1492,0.8508,Low Risk,23.37
BRW-00654,0.14,0.86,Low Risk,0.0
BRW-00655,0.1818,0.8182,Low Risk,21.39
BRW-00656,0.0821,0.9179,Low Risk,0.0
BRW-00657,0.103,0.897,Low Risk,0.0
BRW-00658,0.0551,0.9449,Low Risk,0.0
BRW-00659,0.0815,0.9185,Low Risk,0.0
BRW-00660,0.153,0.847,Low Risk,0.0
BRW-00661,0.0503,0.9497,Low Risk,0.0
BRW-00662,0.16,0.84,Low Risk,0.0
BRW-00663,0.176,0.824,Low Risk,0.0
BRW-00664,0.1792,0.8208,Low Risk,0.0
BRW-00665,0.2533,0.7467,Low Risk,53.95
BRW-00666,0.1056,0.8944,Low Risk,18.61
BRW-00667,0.1303,0.8697,Low Risk,24.29
BRW-00668,0.1805,0.8195,Low Risk,25.88
BRW-00669,0.4896,0.5104,Medium Risk,72.12
BRW-00670,0.7677,0.2323,High Risk,57.91
BRW-00671,0.5594,0.4406,Medium Risk,82.18
BRW-00672,0.2629,0.7371,Low Risk,33.15
BRW-00673,0.7567,0.2433,High Risk,73.74
BRW-00674,0.9501,0.0499,Very High Risk,46.35
BRW-00675,0.0356,0.9644,Low Risk,0.0
BRW-00676,0.8213,0.1787,Very High Risk,73.7
BRW-00677,0.8352,0.1648,Very High Risk,93.36
BRW-00678,0.0662,0.9338,Low Risk,21.31
BRW-00679,0.1032,0.8968,Low Risk,0.0
BRW-00680,0.1256,0.8744,Low Risk,1.16
BRW-00681,0.076,0.924,Low Risk,0.0
BRW-00682,0.1313,0.8687,Low Risk,0.0
BRW-00683,0.1465,0.8535,Low Risk,0.0
BRW-00684,0.0339,0.9661,Low Risk,0.0
BRW-00685,0.085,0.915,Low Risk,21.81
BRW-00686,0.0901,0.9099,Low Risk,0.0
BRW-00687,0.3152,0.6848,Medium Risk,0.0
BRW-00688,0.0798,0.9202,Low Risk,22.31
BRW-00689,0.0911,0.9089,Low Risk,24.47
BRW-00690,0.0935,0.9065,Low Risk,12.22
BRW-00691,0.0784,0.9216,Low Risk,0.0
BRW-00692,0.3484,0.6516,Medium Risk,13.2
BRW-00693,0.6509,0.3491,High Risk,60.47
BRW-00694,0.1954,0.8046,Low Risk,43.09
BRW-00695,0.0745,0.9255,Low Risk,0.0
BRW-00696,0.2697,0.7303,Low Risk,0.0
BRW-00697,0.1193,0.8807,Low Risk,0.0
BRW-00698,0.3082,0.6918,Medium Risk,12.68
BRW-00699,0.0435,0.9565,Low Risk,0.0
BRW-00700,0.0936,0.9064,Low Risk,0.0
BRW-00701,0.1378,0.8622,Low Risk,0.0
BRW-00702,0.0967,0.9033,Low Risk,0.0
BRW-00703,0.2057,0.7943,Low Risk,8.85
BRW-00704,0.6601,0.3399,High Risk,85.96
BRW-00705,0.4047,0.5953,Medium Risk,66.69
BRW-00706,0.0987,0.9013,Low Risk,0.0
BRW-00707,0.3473,0.6527,Medium Risk,65.19
BRW-00708,0.471,0.529,Medium Risk,51.34
BRW-00709,0.2441,0.7559,Low Risk,0.51
BRW-00710,0.1999,0.8001,Low Risk,26.97
BRW-00711,0.1041,0.8959,Low Risk,1.15
BRW-00712,0.2438,0.7562,Low Risk,31.81
BRW-00713,0.1677,0.8323,Low Risk,2.15
BRW-00714,0.2209,0.7791,Low Risk,0.0
BRW-00715,0.128,0.872,Low Risk,0.0
BRW-00716,0.1321,0.8679,Low Risk,15.29
BRW-00717,0.0575,0.9425,Low Risk,7.25
BRW-00718,0.2111,0.7889,Low Risk,4.87
BRW-00719,0.3309,0.6691,Medium Risk,0.0
BRW-00720,0.0656,0.9344,Low Risk,1.52
BRW-00721,0.1561,0.8439,Low Risk,42.47
BRW-00722,0.3123,0.6877,Medium Risk,33.89
BRW-00723,0.139,0.861,Low Risk,0.0
BRW-00724,0.0897,0.9103,Low Risk,0.0
BRW-00725,0.2279,0.7721,Low Risk,20.74
BRW-00726,0.4871,0.5129,Medium Risk,50.19
BRW-00727,0.0643,0.9357,Low Risk,0.0
BRW-00728,0.1968,0.8032,Low Risk,0.0
BRW-00729,0.0471,0.9529,Low Risk,0.0
BRW-00730,0.6875,0.3125,High Risk,24.69
BRW-00731,0.1466,0.8534,Low Risk,0.0
BRW-00732,0.0927,0.9073,Low Risk,24.07
BRW-00733,0.2663,0.7337,Low Risk,2.34
BRW-00734,0.2049,0.7951,Low Risk,0.0
BRW-00735,0.0666,0.9334,Low Risk,0.0
BRW-00736,0.0839,0.9161,Low Risk,0.0
BRW-00737,0.0696,0.9304,Low Risk,16.89
BRW-00738,0.0426,0.9574,Low Risk,0.0
BRW-00739,0.0881,0.9119,Low Risk,22.72
BRW-00740,0.8101,0.1899,Very High Risk,53.07
BRW-00741,0.0642,0.9358,Low Risk,4.72
BRW-00742,0.1657,0.8343,Low Risk,0.0
BRW-00743,0.0566,0.9434,Low Risk,0.0
BRW-00744,0.14,0.86,Low Risk,30.23
BRW-00745,0.0424,0.9576,Low Risk,0.0
BRW-00746,0.0507,0.9493,Low Risk,0.0
BRW-00747,0.0979,0.9021,Low Risk,0.0
BRW-00748,0.185,0.815,Low Risk,22.33
BRW-00749,0.5937,0.4063,Medium Risk,15.37
BRW-00750,0.4713,0.5287,Medium Risk,70.64
BRW-00751,0.1291,0.8709,Low Risk,0.0
BRW-00752,0.2819,0.7181,Low Risk,45.29
BRW-00753,0.2626,0.7374,Low Risk,16.17
BRW-00754,0.0508,0.9492,Low Risk,0.0
BRW-00755,0.1731,0.8269,Low Risk,0.0
BRW-00756,0.0562,0.9438,Low Risk,0.0
BRW-00757,0.0626,0.9374,Low Risk,0.0
BRW-00758,0.6944,0.3056,High Risk,17.97
BRW-00759,0.0661,0.9339,Low Risk,0.0
BRW-00760,0.1498,0.8502,Low Risk,19.02
BRW-00761,0.3705,0.6295,Medium Risk,58.84
BRW-00762,0.1576,0.8424,Low Risk,0.0
BRW-00763,0.0872,0.9128,Low Risk,0.0
BRW-00764,0.174,0.826,Low Risk,0.0
BRW-00765,0.091,0.909,Low Risk,25.42
BRW-00766,0.0996,0.9004,Low Risk,0.0
BRW-00767,0.0574,0.9426,Low Risk,0.0
BRW-00768,0.0592,0.9408,Low Risk,0.0
BRW-00769,0.1334,0.8666,Low Risk,0.0
BRW-00770,0.0975,0.9025,Low Risk,0.0
BRW-00771,0.0418,0.9582,Low Risk,0.0
BRW-00772,0.185,0.815,Low Risk,0.0
BRW-00773,0.1931,0.8069,Low Risk,11.3
BRW-00774,0.0774,0.9226,Low Risk,23.71
BRW-00775,0.1256,0.8744,Low Risk,0.22
BRW-00776,0.2166,0.7834,Low Risk,48.63
BRW-00777,0.0637,0.9363,Low Risk,0.0
BRW-00778,0.2441,0.7559,Low Risk,0.0
BRW-00779,0.7651,0.2349,High Risk,54.42
BRW-00780,0.1885,0.8115,Low Risk,4.82
BRW-00781,0.4314,0.5686,Medium Risk,32.8
BRW-00782,0.182,0.818,Low Risk,0.0
BRW-00783,0.7846,0.2154,High Risk,85.21
BRW-00784,0.3019,0.6981,Medium Risk,0.0
BRW-00785,0.1222,0.8778,Low Risk,3.76
BRW-00786,0.1009,0.8991,Low Risk,0.0
BRW-00787,0.1247,0.8753,Low Risk,0.0
BRW-00788,0.0822,0.9178,Low Risk,0.0
BRW-00789,0.1207,0.8793,Low Risk,0.0
BRW-00790,0.1268,0.8732,Low Risk,0.0
BRW-00791,0.3111,0.6889,Medium Risk,71.3
BRW-00792,0.2155,0.7845,Low Risk,0.0
BRW-00793,0.1517,0.8483,Low Risk,0.0
BRW-00794,0.1542,0.8458,Low Risk,0.0
BRW-00795,0.1523,0.8477,Low Risk,20.01
BRW-00796,0.0897,0.9103,Low Risk,25.34
BRW-00797,0.2978,0.7022,Low Risk,0.0
BRW-00798,0.156,0.844,Low Risk,0.0
BRW-00799,0.8174,0.1826,Very High Risk,47.12
BRW-00800,0.0549,0.9451,Low Risk,0.0
BRW-00801,0.1353,0.8647,Low Risk,0.0
BRW-00802,0.7269,0.2731,High Risk,79.39
BRW-00803,0.1049,0.8951,Low Risk,0.0
BRW-00804,0.1356,0.8644,Low Risk,0.0
BRW-00805,0.0979,0.9021,Low Risk,0.0
BRW-00806,0.0768,0.9232,Low Risk,0.0
BRW-00807,0.1552,0.8448,Low Risk,1.59
BRW-00808,0.6569,0.3431,High Risk,80.33
BRW-00809,0.1445,0.8555,Low Risk,0.0
BRW-00810,0.0889,0.9111,Low Risk,0.0
BRW-00811,0.1307,0.8693,Low Risk,15.2
BRW-00812,0.0446,0.9554,Low Risk,0.0
BRW-00813,0.1856,0.8144,Low Risk,0.0
BRW-00814,0.0958,0.9042,Low Risk,0.0
BRW-00815,0.6372,0.3628,High Risk,67.9
BRW-00816,0.1503,0.8497,Low Risk,35.19
BRW-00817,0.7221,0.2779,High Risk,86.66
BRW-00818,0.1384,0.8616,Low Risk,0.0
BRW-00819,0.1152,0.8848,Low Risk,0.0
BRW-00820,0.064,0.936,Low Risk,0.0
BRW-00821,0.1639,0.8361,Low Risk,0.0
BRW-00822,0.4693,0.5307,Medium Risk,65.53
BRW-00823,0.1012,0.8988,Low Risk,7.33
BRW-00824,0.1703,0.8297,Low Risk,20.7
BRW-00825,0.1147,0.8853,Low Risk,0.0
BRW-00826,0.1356,0.8644,Low Risk,0.0
BRW-00827,0.3547,0.6453,Medium Risk,56.01
BRW-00828,0.2063,0.7937,Low Risk,36.62
BRW-00829,0.1086,0.8914,Low Risk,0.0
BRW-00830,0.0872,0.9128,Low Risk,0.0
BRW-00831,0.1139,0.8861,Low Risk,0.0
BRW-00832,0.2534,0.7466,Low Risk,60.64
BRW-00833,0.0831,0.9169,Low Risk,0.0
BRW-00834,0.0992,0.9008,Low Risk,0.0
BRW-00835,0.1338,0.8662,Low Risk,12.61
BRW-00836,0.2199,0.7801,Low Risk,0.0
BRW-00837,0.7251,0.2749,High Risk,56.93
BRW-00838,0.1098,0.8902,Low Risk,0.0
BRW-00839,0.0327,0.9673,Low Risk,0.0
BRW-00840,0.4468,0.5532,Medium Risk,0.0
BRW-00841,0.2971,0.7029,Low Risk,52.24
BRW-00842,0.0465,0.9535,Low Risk,0.0
BRW-00843,0.1321,0.8679,Low Risk,0.0
BRW-00844,0.335,0.665,Medium Risk,0.0
BRW-00845,0.0558,0.9442,Low Risk,15.19
BRW-00846,0.0752,0.9248,Low Risk,0.0
BRW-00847,0.1199,0.8801,Low Risk,0.0
BRW-00848,0.7648,0.2352,High Risk,85.68
BRW-00849,0.7771,0.2229,High Risk,89.48
BRW-00850,0.1924,0.8076,Low Risk,4.0
BRW-00851,0.1874,0.8126,Low Risk,59.96
BRW-00852,0.4371,0.5629,Medium Risk,70.8
BRW-00853,0.1516,0.8484,Low Risk,0.0
BRW-00854,0.0608,0.9392,Low Risk,0.0
BRW-00855,0.107,0.893,Low Risk,0.0
BRW-00856,0.1345,0.8655,Low Risk,23.91
BRW-00857,0.4291,0.5709,Medium Risk,76.72
BRW-00858,0.8197,0.1803,Very High Risk,69.59
BRW-00859,0.0805,0.9195,Low Risk,18.92
BRW-00860,0.1817,0.8183,Low Risk,23.44
BRW-00861,0.2042,0.7958,Low Risk,0.0
BRW-00862,0.0498,0.9502,Low Risk,0.0
BRW-00863,0.9536,0.0464,Very High Risk,42.42
BRW-00864,0.1572,0.8428,Low Risk,22.24
BRW-00865,0.0482,0.9518,Low Risk,0.0
BRW-00866,0.1838,0.8162,Low Risk,27.9
BRW-00867,0.0907,0.9093,Low Risk,0.0
BRW-00868,0.1474,0.8526,Low Risk,0.0
BRW-00869,0.0718,0.9282,Low Risk,12.27
BRW-00870,0.1465,0.8535,Low Risk,24.42
BRW-00871,0.223,0.777,Low Risk,24.23
BRW-00872,0.0712,0.9288,Low Risk,4.76
BRW-00873,0.0605,0.9395,Low Risk,0.0
BRW-00874,0.0838,0.9162,Low Risk,0.0
BRW-00875,0.2329,0.7671,Low Risk,0.0
BRW-00876,0.1636,0.8364,Low Risk,31.1
BRW-00877,0.0488,0.9512,Low Risk,0.0
BRW-00878,0.0958,0.9042,Low Risk,0.0
BRW-00879,0.1074,0.8926,Low Risk,0.0
BRW-00880,0.5858,0.4142,Medium Risk,69.48
BRW-00881,0.0714,0.9286,Low Risk,0.0
BRW-00882,0.3466,0.6534,Medium Risk,0.0
BRW-00883,0.1153,0.8847,Low Risk,26.04
BRW-00884,0.155,0.845,Low Risk,27.07
BRW-00885,0.1953,0.8047,Low Risk,18.09
BRW-00886,0.1058,0.8942,Low Risk,21.7
BRW-00887,0.0995,0.9005,Low Risk,0.0
BRW-00888,0.0719,0.9281,Low Risk,0.0
BRW-00889,0.2004,0.7996,Low Risk,0.0
BRW-00890,0.0379,0.9621,Low Risk,0.0
BRW-00891,0.2012,0.7988,Low Risk,0.0
BRW-00892,0.1521,0.8479,Low Risk,13.5
BRW-00893,0.1104,0.8896,Low Risk,0.0
BRW-00894,0.0493,0.9507,Low Risk,1.49
BRW-00895,0.1984,0.8016,Low Risk,0.0
BRW-00896,0.1408,0.8592,Low Risk,0.0
BRW-00897,0.681,0.319,High Risk,78.06
BRW-00898,0.6627,0.3373,High Risk,82.29
BRW-00899,0.3222,0.6778,Medium Risk,0.0
BRW-00900,0.1199,0.8801,Low Risk,0.0
BRW-00901,0.1318,0.8682,Low Risk,0.0
BRW-00902,0.1182,0.8818,Low Risk,0.0
BRW-00903,0.0735,0.9265,Low Risk,0.0
BRW-00904,0.1445,0.8555,Low Risk,0.0
BRW-00905,0.5023,0.4977,Medium Risk,71.72
BRW-00906,0.1777,0.8223,Low Risk,48.44
BRW-00907,0.8188,0.1812,Very High Risk,37.56
BRW-00908,0.1238,0.8762,Low Risk,0.0
BRW-00909,0.123,0.877,Low Risk,0.0
BRW-00910,0.0338,0.9662,Low Risk,0.0
BRW-00911,0.7497,0.2503,High Risk,89.63
BRW-00912,0.0766,0.9234,Low Risk,16.24
BRW-00913,0.0636,0.9364,Low Risk,10.7
BRW-00914,0.1894,0.8106,Low Risk,29.49
BRW-00915,0.0917,0.9083,Low Risk,0.0
BRW-00916,0.1564,0.8436,Low Risk,0.0
BRW-00917,0.0482,0.9518,Low Risk,0.0
BRW-00918,0.3484,0.6516,Medium Risk,0.0
BRW-00919,0.1801,0.8199,Low Risk,28.51
BRW-00920,0.0474,0.9526,Low Risk,0.0
BRW-00921,0.1839,0.8161,Low Risk,0.0
BRW-00922,0.1416,0.8584,Low Risk,24.83
BRW-00923,0.0446,0.9554,Low Risk,0.0
BRW-00924,0.2162,0.7838,Low Risk,0.0
BRW-00925,0.1584,0.8416,Low Risk,22.74
BRW-00926,0.5743,0.4257,Medium Risk,22.28
BRW-00927,0.2336,0.7664,Low Risk,0.0
BRW-00928,0.1712,0.8288,Low Risk,26.05
BRW-00929,0.0408,0.9592,Low Risk,0.0
BRW-00930,0.0893,0.9107,Low Risk,0.0
BRW-00931,0.0447,0.9553,Low Risk,0.0
BRW-00932,0.0913,0.9087,Low Risk,0.0
BRW-00933,0.432,0.568,Medium Risk,19.56
BRW-00934,0.857,0.143,Very High Risk,60.83
BRW-00935,0.1633,0.8367,Low Risk,0.0
BRW-00936,0.1432,0.8568,Low Risk,0.0
BRW-00937,0.0714,0.9286,Low Risk,14.84
BRW-00938,0.1278,0.8722,Low Risk,2.44
BRW-00939,0.5495,0.4505,Medium Risk,28.19
BRW-00940,0.0538,0.9462,Low Risk,0.0
BRW-00941,0.1491,0.8509,Low Risk,14.17
BRW-00942,0.1508,0.8492,Low Risk,0.0
BRW-00943,0.1016,0.8984,Low Risk,0.0
BRW-00944,0.3645,0.6355,Medium Risk,13.76
BRW-00945,0.118,0.882,Low Risk,0.0
BRW-00946,0.0948,0.9052,Low Risk,0.0
BRW-00947,0.1076,0.8924,Low Risk,21.67
BRW-00948,0.1766,0.8234,Low Risk,19.29
BRW-00949,0.0338,0.9662,Low Risk,0.0
BRW-00950,0.1816,0.8184,Low Risk,0.0
BRW-00951,0.1974,0.8026,Low Risk,0.0
BRW-00952,0.0953,0.9047,Low Risk,22.87
BRW-00953,0.0452,0.9548,Low Risk,0.0
BRW-00954,0.1101,0.8899,Low Risk,0.0
BRW-00955,0.1045,0.8955,Low Risk,0.0
BRW-00956,0.1222,0.8778,Low Risk,0.0
BRW-00957,0.0589,0.9411,Low Risk,0.0
BRW-00958,0.2391,0.7609,Low Risk,0.0
BRW-00959,0.0596,0.9404,Low Risk,0.0
BRW-00960,0.2426,0.7574,Low Risk,0.0
BRW-00961,0.318,0.682,Medium Risk,12.29
BRW-00962,0.2056,0.7944,Low Risk,0.0
BRW-00963,0.0508,0.9492,Low Risk,0.0
BRW-00964,0.1772,0.8228,Low Risk,28.78
BRW-00965,0.0819,0.9181,Low Risk,0.0
BRW-00966,0.0497,0.9503,Low Risk,6.35
BRW-00967,0.1833,0.8167,Low Risk,0.0
BRW-00968,0.1091,0.8909,Low Risk,0.0
BRW-00969,0.1344,0.8656,Low Risk,26.56
BRW-00970,0.0817,0.9183,Low Risk,0.0
BRW-00971,0.037,0.963,Low Risk,0.0
BRW-00972,0.0863,0.9137,Low Risk,19.42
BRW-00973,0.8254,0.1746,Very High Risk,40.04
BRW-00974,0.1273,0.8727,Low Risk,0.0
BRW-00975,0.1624,0.8376,Low Risk,21.26
BRW-00976,0.1427,0.8573,Low Risk,13.63
BRW-00977,0.5968,0.4032,Medium Risk,44.69
BRW-00978,0.1542,0.8458,Low Risk,0.0
BRW-00979,0.146,0.854,Low Risk,0.0
BRW-00980,0.1076,0.8924,Low Risk,26.42
BRW-00981,0.1177,0.8823,Low Risk,25.33
BRW-00982,0.3049,0.6951,Medium Risk,69.82
BRW-00983,0.035,0.965,Low Risk,0.0
BRW-00984,0.1177,0.8823,Low Risk,22.2
BRW-00985,0.1641,0.8359,Low Risk,23.33
BRW-00986,0.1253,0.8747,Low Risk,0.0
BRW-00987,0.0514,0.9486,Low Risk,0.0
BRW-00988,0.4668,0.5332,Medium Risk,0.0
BRW-00989,0.2889,0.7111,Low Risk,62.4
BRW-00990,0.4901,0.5099,Medium Risk,76.12
BRW-00991,0.2254,0.7746,Low Risk,38.12
BRW-00992,0.5269,0.4731,Medium Risk,20.53
BRW-00993,0.1259,0.8741,Low Risk,24.16
BRW-00994,0.2904,0.7096,Low Risk,0.0
BRW-00995,0.3517,0.6483,Medium Risk,0.0
BRW-00996,0.1017,0.8983,Low Risk,0.0
BRW-00997,0.1905,0.8095,Low Risk,3.48
BRW-00998,0.4025,0.5975,Medium Risk,0.0
BRW-00999,0.3661,0.6339,Medium Risk,0.0
BRW-01000,0.7222,0.2778,High Risk,80.66
BRW-01001,0.1557,0.8443,Low Risk,26.41
BRW-01002,0.0724,0.9276,Low Risk,0.0
BRW-01003,0.1483,0.8517,Low Risk,0.0
BRW-01004,0.4035,0.5965,Medium Risk,0.0
BRW-01005,0.0905,0.9095,Low Risk,0.0
BRW-01006,0.1157,0.8843,Low Risk,0.0
BRW-01007,0.144,0.856,Low Risk,0.0
BRW-01008,0.077,0.923,Low Risk,18.71
BRW-01009,0.2671,0.7329,Low Risk,63.9
BRW-01010,0.1126,0.8874,Low Risk,0.0
BRW-01011,0.0968,0.9032,Low Risk,13.81
BRW-01012,0.2023,0.7977,Low Risk,0.75
BRW-01013,0.0379,0.9621,Low Risk,0.0
BRW-01014,0.0936,0.9064,Low Risk,9.92
BRW-01015,0.0613,0.9387,Low Risk,0.0
BRW-01016,0.0889,0.9111,Low Risk,21.46
BRW-01017,0.1906,0.8094,Low Risk,0.0
BRW-01018,0.7047,0.2953,High Risk,67.09
BRW-01019,0.1505,0.8495,Low Risk,0.0
BRW-01020,0.1683,0.8317,Low Risk,0.0
BRW-01021,0.1415,0.8585,Low Risk,21.08
BRW-01022,0.0908,0.9092,Low Risk,14.11
BRW-01023,0.1333,0.8667,Low Risk,0.0
BRW-01024,0.0862,0.9138,Low Risk,0.0
BRW-01025,0.0831,0.9169,Low Risk,0.0
BRW-01026,0.202,0.798,Low Risk,34.39
BRW-01027,0.076,0.924,Low Risk,0.0
BRW-01028,0.0432,0.9568,Low Risk,0.0
BRW-01029,0.1673,0.8327,Low Risk,0.0
BRW-01030,0.7753,0.2247,High Risk,86.39
BRW-01031,0.0966,0.9034,Low Risk,0.0
BRW-01032,0.1355,0.8645,Low Risk,0.0
BRW-01033,0.5678,0.4322,Medium Risk,12.48
BRW-01034,0.0418,0.9582,Low Risk,0.0
BRW-01035,0.27,0.73,Low Risk,0.0
BRW-01036,0.5931,0.4069,Medium Risk,82.56
BRW-01037,0.052,0.948,Low Risk,0.0
