borrower_id,risk_segment,recommended_action,compliance_status,violation_reason
BRW-02186,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00144,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03737,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00468,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00758,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00537,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00615,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04235,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01083,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03270,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02826,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01508,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00427,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01596,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02995,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03568,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02982,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01254,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00325,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02482,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03751,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01347,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01472,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01611,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03624,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03448,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00678,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02953,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01501,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04585,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04911,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03521,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03376,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00851,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02247,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04628,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04757,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02557,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01289,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04420,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03427,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00669,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03666,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04806,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00094,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02055,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03806,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03191,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01103,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00820,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03926,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01957,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01792,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02823,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04359,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01751,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01230,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01621,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01547,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00223,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02386,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04982,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04825,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01461,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00095,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03888,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02867,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02957,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00463,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01271,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02195,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00712,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01935,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02083,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03730,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03556,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00449,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01818,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01702,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02573,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03713,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03748,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04755,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02204,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02005,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01276,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
