borrower_id,repayment_probability,risk_segment,priority_score,recommended_action,urgency_level,priority_rank
BRW-02888,0.3665,High Risk,0.6335,Field collection escalation,High,413
BRW-01761,0.3666,High Risk,0.6334,Field collection escalation,High,414
BRW-00272,0.3668,High Risk,0.6332,Field collection escalation,High,415
BRW-00972,0.3669,High Risk,0.6331,Field collection escalation,High,416
BRW-02099,0.3672,High Risk,0.6328,Field collection escalation,High,417
BRW-00107,0.3674,High Risk,0.6326,Field collection escalation,High,418
BRW-04880,0.3675,High Risk,0.6325,Field collection escalation,High,419
BRW-01346,0.3678,High Risk,0.6322,Field collection escalation,High,420
BRW-03528,0.3679,High Risk,0.6321,Field collection escalation,High,421
BRW-03293,0.3681,High Risk,0.6319,Field collection escalation,High,422
BRW-04888,0.3681,High Risk,0.6319,Field collection escalation,High,423
BRW-02116,0.3682,High Risk,0.6318,Field collection escalation,High,424
BRW-01659,0.3683,High Risk,0.6317,Field collection escalation,High,425
BRW-02880,0.3683,High Risk,0.6317,Field collection escalation,High,426
BRW-02992,0.3683,High Risk,0.6317,Field collection escalation,High,427
BRW-00636,0.3684,High Risk,0.6316,Field collection escalation,High,428
BRW-03248,0.3688,High Risk,0.6312,Field collection escalation,High,429
BRW-01744,0.3688,High Risk,0.6312,Field collection escalation,High,430
BRW-02110,0.3691,High Risk,0.6309,Field collection escalation,High,431
BRW-04625,0.3697,High Risk,0.6303,Field collection escalation,High,432
BRW-03968,0.3697,High Risk,0.6303,Field collection escalation,High,433
BRW-00811,0.3697,High Risk,0.6303,Field collection escalation,High,434
BRW-03736,0.3698,High Risk,0.6302,Field collection escalation,High,435
BRW-00881,0.37,High Risk,0.63,Field collection escalation,High,436
BRW-03557,0.3701,High Risk,0.6299,Field collection escalation,High,437
BRW-02119,0.3702,High Risk,0.6298,Field collection escalation,High,438
BRW-04642,0.3706,High Risk,0.6294,Field collection escalation,High,439
BRW-00766,0.3706,High Risk,0.6294,Field collection escalation,High,440
BRW-04116,0.3708,High Risk,0.6292,Field collection escalation,High,441
BRW-02246,0.3708,High Risk,0.6292,Field collection escalation,High,442
BRW-00345,0.3708,High Risk,0.6292,Field collection escalation,High,443
BRW-03890,0.3712,High Risk,0.6288,Field collection escalation,High,444
BRW-03158,0.3713,High Risk,0.6287,Field collection escalation,High,445
BRW-02392,0.3716,High Risk,0.6284,Field collection escalation,High,446
BRW-03499,0.3716,High Risk,0.6284,Field collection escalation,High,447
BRW-00893,0.3717,High Risk,0.6283,Field collection escalation,High,448
BRW-02048,0.3717,High Risk,0.6283,Field collection escalation,High,449
BRW-02507,0.3717,High Risk,0.6283,Field collection escalation,High,450
BRW-01399,0.3718,High Risk,0.6282,Field collection escalation,High,451
BRW-02668,0.3719,High Risk,0.6281,Field collection escalation,High,452
BRW-02854,0.3719,High Risk,0.6281,Field collection escalation,High,453
BRW-02794,0.3721,High Risk,0.6279,Field collection escalation,High,454
BRW-04275,0.3721,High Risk,0.6279,Field collection escalation,High,455
BRW-04002,0.3723,High Risk,0.6277,Field collection escalation,High,456
BRW-01299,0.3723,High Risk,0.6277,Field collection escalation,High,457
BRW-02855,0.3724,High Risk,0.6276,Field collection escalation,High,458
BRW-03134,0.3724,High Risk,0.6276,Field collection escalation,High,459
BRW-02774,0.3728,High Risk,0.6272,Field collection escalation,High,460
BRW-04581,0.3728,High Risk,0.6272,Field collection escalation,High,461
BRW-01572,0.3728,High Risk,0.6272,Field collection escalation,High,462
BRW-01706,0.3728,High Risk,0.6272,Field collection escalation,High,463
BRW-00557,0.3728,High Risk,0.6272,Field collection escalation,High,464
BRW-00510,0.3734,High Risk,0.6266,Field collection escalation,High,465
BRW-03255,0.3734,High Risk,0.6266,Field collection escalation,High,466
BRW-03188,0.3734,High Risk,0.6266,Field collection escalation,High,467
BRW-02537,0.3737,High Risk,0.6263,Field collection escalation,High,468
BRW-01125,0.3737,High Risk,0.6263,Field collection escalation,High,469
BRW-03866,0.3737,High Risk,0.6263,Field collection escalation,High,470
BRW-00756,0.3739,High Risk,0.6261,Field collection escalation,High,471
BRW-03085,0.3739,High Risk,0.6261,Field collection escalation,High,472
BRW-02765,0.3742,High Risk,0.6258,Field collection escalation,High,473
BRW-00788,0.3744,High Risk,0.6256,Field collection escalation,High,474
BRW-02494,0.3744,High Risk,0.6256,Field collection escalation,High,475
BRW-00008,0.3745,High Risk,0.6255,Field collection escalation,High,476
BRW-02255,0.3746,High Risk,0.6254,Field collection escalation,High,477
BRW-04114,0.3746,High Risk,0.6254,Field collection escalation,High,478
BRW-00914,0.3747,High Risk,0.6253,Field collection escalation,High,479
BRW-03319,0.3752,High Risk,0.6248,Field collection escalation,High,480
BRW-00169,0.3752,High Risk,0.6248,Field collection escalation,High,481
BRW-00670,0.3754,High Risk,0.6246,Field collection escalation,High,482
BRW-03325,0.3759,High Risk,0.6241,Field collection escalation,High,483
BRW-02816,0.3761,High Risk,0.6239,Field collection escalation,High,484
BRW-02776,0.3761,High Risk,0.6239,Field collection escalation,High,485
BRW-00863,0.3762,High Risk,0.6238,Field collection escalation,High,486
BRW-00536,0.3762,High Risk,0.6238,Field collection escalation,High,487
BRW-04482,0.3762,High Risk,0.6238,Field collection escalation,High,488
BRW-02676,0.3763,High Risk,0.6237,Field collection escalation,High,489
BRW-04360,0.3763,High Risk,0.6237,Field collection escalation,High,490
BRW-01745,0.3765,High Risk,0.6235,Field collection escalation,High,491
BRW-04026,0.3769,High Risk,0.6231,Field collection escalation,High,492
BRW-02479,0.3769,High Risk,0.6231,Field collection escalation,High,493
BRW-02231,0.377,High Risk,0.623,Field collection escalation,High,494
BRW-03241,0.377,High Risk,0.623,Field collection escalation,High,495
BRW-03518,0.377,High Risk,0.623,Field collection escalation,High,496
BRW-01867,0.3771,High Risk,0.6229,Field collection escalation,High,497
BRW-02877,0.3774,High Risk,0.6226,Field collection escalation,High,498
BRW-00638,0.3774,High Risk,0.6226,Field collection escalation,High,499
BRW-01969,0.3776,High Risk,0.6224,Field collection escalation,High,500
BRW-01582,0.3777,High Risk,0.6223,Field collection escalation,High,501
BRW-02148,0.3778,High Risk,0.6222,Field collection escalation,High,502
BRW-04765,0.3779,High Risk,0.6221,Field collection escalation,High,503
BRW-01203,0.3781,High Risk,0.6219,Field collection escalation,High,504
BRW-03395,0.3781,High Risk,0.6219,Field collection escalation,High,505
BRW-02596,0.3783,High Risk,0.6217,Field collection escalation,High,506
BRW-00922,0.3783,High Risk,0.6217,Field collection escalation,High,507
BRW-02256,0.3784,High Risk,0.6216,Field collection escalation,High,508
BRW-01478,0.3785,High Risk,0.6215,Field collection escalation,High,509
BRW-00465,0.3789,High Risk,0.6211,Field collection escalation,High,510
BRW-02723,0.379,High Risk,0.621,Field collection escalation,High,511
BRW-02517,0.379,High Risk,0.621,Field collection escalation,High,512
BRW-04218,0.3791,High Risk,0.6209,Field collection escalation,High,513
BRW-03426,0.3793,High Risk,0.6207,Field collection escalation,High,514
BRW-00173,0.3794,High Risk,0.6206,Field collection escalation,High,515
BRW-02787,0.3797,High Risk,0.6203,Field collection escalation,High,516
BRW-04626,0.3799,High Risk,0.6201,Field collection escalation,High,517
BRW-02170,0.38,High Risk,0.62,Field collection escalation,High,518
BRW-03685,0.3801,High Risk,0.6199,Field collection escalation,High,519
BRW-01285,0.3801,High Risk,0.6199,Field collection escalation,High,520
BRW-03816,0.3803,High Risk,0.6197,Field collection escalation,High,521
BRW-01872,0.3807,High Risk,0.6193,Field collection escalation,High,522
BRW-01854,0.3812,High Risk,0.6188,Field collection escalation,High,523
BRW-03647,0.3812,High Risk,0.6188,Field collection escalation,High,524
BRW-01386,0.3814,High Risk,0.6186,Field collection escalation,High,525
BRW-02872,0.3815,High Risk,0.6185,Field collection escalation,High,526
BRW-01110,0.3817,High Risk,0.6183,Field collection escalation,High,527
BRW-02173,0.3817,High Risk,0.6183,Field collection escalation,High,528
BRW-02064,0.3817,High Risk,0.6183,Field collection escalation,High,529
BRW-02220,0.3817,High Risk,0.6183,Field collection escalation,High,530
BRW-03726,0.3818,High Risk,0.6182,Field collection escalation,High,531
BRW-00649,0.3819,High Risk,0.6181,Field collection escalation,High,532
BRW-00423,0.382,High Risk,0.618,Field collection escalation,High,533
BRW-04494,0.382,High Risk,0.618,Field collection escalation,High,534
BRW-02522,0.3827,High Risk,0.6173,Field collection escalation,High,535
BRW-02292,0.3827,High Risk,0.6173,Field collection escalation,High,536
BRW-01812,0.3829,High Risk,0.6171,Field collection escalation,High,537
BRW-02284,0.3833,High Risk,0.6167,Field collection escalation,High,538
BRW-01022,0.3833,High Risk,0.6167,Field collection escalation,High,539
BRW-01597,0.3833,High Risk,0.6167,Field collection escalation,High,540
BRW-01342,0.3834,High Risk,0.6166,Field collection escalation,High,541
BRW-01151,0.3834,High Risk,0.6166,Field collection escalation,High,542
BRW-00457,0.3834,High Risk,0.6166,Field collection escalation,High,543
BRW-04391,0.3834,High Risk,0.6166,Field collection escalation,High,544
BRW-00916,0.3835,High Risk,0.6165,Field collection escalation,High,545
BRW-03106,0.3835,High Risk,0.6165,Field collection escalation,High,546
BRW-02405,0.3836,High Risk,0.6164,Field collection escalation,High,547
BRW-03240,0.3836,High Risk,0.6164,Field collection escalation,High,548
BRW-01355,0.3838,High Risk,0.6162,Field collection escalation,High,549
BRW-04988,0.3838,High Risk,0.6162,Field collection escalation,High,550
BRW-03068,0.3839,High Risk,0.6161,Field collection escalation,High,551
BRW-00055,0.3842,High Risk,0.6158,Field collection escalation,High,552
BRW-03351,0.3844,High Risk,0.6156,Field collection escalation,High,553
BRW-02712,0.3844,High Risk,0.6156,Field collection escalation,High,554
BRW-04981,0.3844,High Risk,0.6156,Field collection escalation,High,555
BRW-03971,0.3844,High Risk,0.6156,Field collection escalation,High,556
BRW-04279,0.3845,High Risk,0.6155,Field collection escalation,High,557
BRW-02847,0.3846,High Risk,0.6154,Field collection escalation,High,558
BRW-02218,0.3847,High Risk,0.6153,Field collection escalation,High,559
BRW-01909,0.3847,High Risk,0.6153,Field collection escalation,High,560
BRW-02706,0.3848,High Risk,0.6152,Field collection escalation,High,561
BRW-01012,0.3848,High Risk,0.6152,Field collection escalation,High,562
BRW-02002,0.3848,High Risk,0.6152,Field collection escalation,High,563
BRW-04855,0.3849,High Risk,0.6151,Field collection escalation,High,564
BRW-02835,0.385,High Risk,0.615,Field collection escalation,High,565
BRW-00336,0.3851,High Risk,0.6149,Field collection escalation,High,566
BRW-04939,0.3854,High Risk,0.6146,Field collection escalation,High,567
BRW-03186,0.3855,High Risk,0.6145,Field collection escalation,High,568
BRW-02562,0.3855,High Risk,0.6145,Field collection escalation,High,569
BRW-04983,0.3857,High Risk,0.6143,Field collection escalation,High,570
BRW-02454,0.3858,High Risk,0.6142,Field collection escalation,High,571
BRW-01879,0.386,High Risk,0.614,Field collection escalation,High,572
BRW-02939,0.3861,High Risk,0.6139,Field collection escalation,High,573
BRW-02641,0.3862,High Risk,0.6138,Field collection escalation,High,574
BRW-02213,0.3863,High Risk,0.6137,Field collection escalation,High,575
BRW-03723,0.3864,High Risk,0.6136,Field collection escalation,High,576
BRW-03206,0.3865,High Risk,0.6135,Field collection escalation,High,577
BRW-04328,0.3866,High Risk,0.6134,Field collection escalation,High,578
BRW-01449,0.387,High Risk,0.613,Field collection escalation,High,579
BRW-03473,0.3871,High Risk,0.6129,Field collection escalation,High,580
BRW-02800,0.3875,High Risk,0.6125,Field collection escalation,High,581
BRW-03294,0.3876,High Risk,0.6124,Field collection escalation,High,582
BRW-04563,0.3876,High Risk,0.6124,Field collection escalation,High,583
BRW-02806,0.3877,High Risk,0.6123,Field collection escalation,High,584
BRW-00831,0.3878,High Risk,0.6122,Field collection escalation,High,585
BRW-01086,0.3881,High Risk,0.6119,Field collection escalation,High,586
BRW-02818,0.3881,High Risk,0.6119,Field collection escalation,High,587
BRW-01241,0.3882,High Risk,0.6118,Field collection escalation,High,588
BRW-00599,0.3884,High Risk,0.6116,Field collection escalation,High,589
BRW-03702,0.3885,High Risk,0.6115,Field collection escalation,High,590
BRW-02023,0.3888,High Risk,0.6112,Field collection escalation,High,591
BRW-00005,0.3889,High Risk,0.6111,Field collection escalation,High,592
BRW-01095,0.389,High Risk,0.611,Field collection escalation,High,593
BRW-00675,0.3891,High Risk,0.6109,Field collection escalation,High,594
BRW-00486,0.3891,High Risk,0.6109,Field collection escalation,High,595
BRW-04748,0.3891,High Risk,0.6109,Field collection escalation,High,596
BRW-00592,0.3893,High Risk,0.6107,Field collection escalation,High,597
BRW-02696,0.3894,High Risk,0.6106,Field collection escalation,High,598
BRW-02688,0.3894,High Risk,0.6106,Field collection escalation,High,599
BRW-04132,0.3896,High Risk,0.6104,Field collection escalation,High,600
BRW-00342,0.3897,High Risk,0.6103,Field collection escalation,High,601
BRW-03533,0.3899,High Risk,0.6101,Field collection escalation,High,602
BRW-01064,0.3902,High Risk,0.6098,Field collection escalation,High,603
BRW-03253,0.3906,High Risk,0.6094,Field collection escalation,High,604
BRW-03763,0.3909,High Risk,0.6091,Field collection escalation,High,605
BRW-01720,0.3911,High Risk,0.6089,Field collection escalation,High,606
BRW-03001,0.3911,High Risk,0.6089,Field collection escalation,High,607
BRW-04524,0.3912,High Risk,0.6088,Field collection escalation,High,608
BRW-03031,0.3912,High Risk,0.6088,Field collection escalation,High,609
BRW-02325,0.3913,High Risk,0.6087,Field collection escalation,High,610
BRW-03161,0.3913,High Risk,0.6087,Field collection escalation,High,611
BRW-03724,0.3913,High Risk,0.6087,Field collection escalation,High,612
BRW-04330,0.3914,High Risk,0.6086,Field collection escalation,High,613
BRW-03295,0.3914,High Risk,0.6086,Field collection escalation,High,614
BRW-02460,0.3916,High Risk,0.6084,Field collection escalation,High,615
BRW-01825,0.3916,High Risk,0.6084,Field collection escalation,High,616
BRW-01262,0.3917,High Risk,0.6083,Field collection escalation,High,617
BRW-02190,0.3917,High Risk,0.6083,Field collection escalation,High,618
BRW-03580,0.3917,High Risk,0.6083,Field collection escalation,High,619
BRW-02567,0.3918,High Risk,0.6082,Field collection escalation,High,620
BRW-04775,0.392,High Risk,0.608,Field collection escalation,High,621
BRW-00167,0.3921,High Risk,0.6079,Field collection escalation,High,622
BRW-01975,0.3924,High Risk,0.6076,Field collection escalation,High,623
BRW-02552,0.3925,High Risk,0.6075,Field collection escalation,High,624
BRW-02946,0.3926,High Risk,0.6074,Field collection escalation,High,625
BRW-04631,0.3926,High Risk,0.6074,Field collection escalation,High,626
BRW-04959,0.3927,High Risk,0.6073,Field collection escalation,High,627
BRW-02559,0.3928,High Risk,0.6072,Field collection escalation,High,628
BRW-00318,0.3929,High Risk,0.6071,Field collection escalation,High,629
BRW-01044,0.3931,High Risk,0.6069,Field collection escalation,High,630
BRW-01379,0.3932,High Risk,0.6068,Field collection escalation,High,631
BRW-00170,0.3932,High Risk,0.6068,Field collection escalation,High,632
BRW-03266,0.3935,High Risk,0.6065,Field collection escalation,High,633
BRW-04280,0.3935,High Risk,0.6065,Field collection escalation,High,634
BRW-03334,0.3935,High Risk,0.6065,Field collection escalation,High,635
BRW-01035,0.3935,High Risk,0.6065,Field collection escalation,High,636
